network,nodes,edges,density,n_communities,community_size_min,community_size_mean,community_size_max,total_weight,weight_min,weight_mean,weight_median,weight_max,mean_in_degree,mean_out_degree,max_in_degree,max_out_degree,mean_in_strength,mean_out_strength,cross_edge_fraction_mu_t_hat,within_edge_fraction,cross_weight_fraction_mu_w_hat,within_weight_fraction,directed_modularity_unweighted,directed_modularity_weighted,run_id,replicate_id,modularity_regime,mu_t_input,mu_w_input
lfr,150,1396,0.0624608501118568,5,23,30.0,35,6116.780481068,0.000255342,4.381647909074498,4.21635,12.1235,9.306666666666668,9.306666666666668,20.0,10.0,40.77853654045333,40.77853654045333,0.1518624641833811,0.8481375358166189,0.151938740313553,0.848061259686447,0.643215675569166,0.6429748734555277,121,1,mu_0p150,0.15,0.15
null,150,1396,0.0624608501118568,5,23,30.0,35,6116.780481067999,0.000255342,4.3816479090744975,4.21635,12.1235,9.306666666666668,9.306666666666668,20.0,10.0,40.77853654045334,40.77853654045334,0.826647564469914,0.1733524355300859,0.8205465559574322,0.1794534440425678,-0.0315694247173668,-0.0253895983214411,121,1,mu_0p150,0.15,0.15
lfr,150,1504,0.0672930648769574,3,38,50.0,70,6891.738307012,0.000534248,4.582272810513298,4.49839,16.9236,10.026666666666667,10.026666666666667,25.0,11.0,45.94492204674667,45.94492204674667,0.1502659574468085,0.8497340425531915,0.1565852879111826,0.8434147120888174,0.4879028265052059,0.4838012295780926,122,2,mu_0p150,0.15,0.15
null,150,1504,0.0672930648769574,3,38,50.0,70,6891.738307012,0.000534248,4.582272810513298,4.49839,16.9236,10.026666666666667,10.026666666666667,25.0,11.0,45.94492204674666,45.94492204674666,0.6422872340425532,0.3577127659574468,0.6443477565400059,0.3556522434599941,-0.0041184500905387,-0.0089540916360011,122,2,mu_0p150,0.15,0.15
lfr,150,1453,0.0650111856823266,4,34,37.5,42,6514.7474444300005,0.000307024,4.483652749091535,4.44056,13.6185,9.686666666666667,9.686666666666667,25.0,10.0,43.43164962953334,43.43164962953333,0.1527873365450791,0.8472126634549209,0.1535537444794261,0.8464462555205738,0.5962829828785308,0.5964343715939344,123,3,mu_0p150,0.15,0.15
null,150,1453,0.0650111856823266,4,34,37.5,42,6514.74744443,0.000307024,4.483652749091535,4.44056,13.6185,9.686666666666667,9.686666666666667,25.0,10.0,43.43164962953333,43.43164962953334,0.7508602890571232,0.2491397109428768,0.7411727797985991,0.2588272202014009,-0.0017899696335133,0.0080207501023319,123,3,mu_0p150,0.15,0.15
lfr,150,1499,0.067069351230425,6,24,25.0,27,6835.300519164401,7.314e-07,4.5599069507434296,4.51478,13.7277,9.993333333333334,9.993333333333334,25.0,10.0,45.568670127762665,45.568670127762665,0.1554369579719813,0.8445630420280187,0.1529066697556365,0.8470933302443635,0.6773348120450324,0.6794905170559301,124,4,mu_0p150,0.15,0.15
null,150,1499,0.067069351230425,6,24,25.0,27,6835.300519164401,7.314e-07,4.5599069507434296,4.51478,13.7277,9.993333333333334,9.993333333333334,25.0,10.0,45.56867012776267,45.56867012776267,0.8465643762508339,0.153435623749166,0.8474852551097722,0.1525147448902277,-0.0137926062338201,-0.0145463497705902,124,4,mu_0p150,0.15,0.15
lfr,150,1453,0.0650111856823266,5,23,30.0,33,6495.932696265099,5.34531e-05,4.470703851524501,4.4035,15.0528,9.686666666666667,9.686666666666667,25.0,10.0,43.306217975100665,43.306217975100665,0.1500344115622849,0.8499655884377151,0.1523914059076173,0.8476085940923827,0.6463945540209425,0.6439941587037548,125,5,mu_0p150,0.15,0.15
null,150,1453,0.0650111856823266,5,23,30.0,33,6495.932696265099,5.34531e-05,4.470703851524501,4.4035,15.0528,9.686666666666667,9.686666666666667,25.0,10.0,43.30621797510067,43.306217975100665,0.7949070887818307,0.2050929112181693,0.7925719330436234,0.2074280669563766,0.0015218768013967,0.0037990663154686,125,5,mu_0p150,0.15,0.15
lfr,150,1474,0.0659507829977628,6,22,25.0,28,6655.0723465101,3.70081e-05,4.51497445489152,4.550269999999999,13.5454,9.826666666666666,9.826666666666666,25.0,10.0,44.367148976734015,44.367148976734,0.1519674355495251,0.8480325644504749,0.1523543252000559,0.847645674799944,0.6802068048802491,0.6803365092066986,126,6,mu_0p150,0.15,0.15
null,150,1474,0.0659507829977628,6,22,25.0,28,6655.0723465101,3.70081e-05,4.51497445489152,4.550269999999999,13.5454,9.826666666666666,9.826666666666666,25.0,10.0,44.367148976734,44.367148976734,0.8385345997286295,0.1614654002713704,0.8306509513617814,0.1693490486382186,-0.0063603592988554,0.001198349089501,126,6,mu_0p150,0.15,0.15
lfr,150,1450,0.0648769574944071,4,32,37.5,43,6494.0272888638,6.52978e-05,4.4786395095612415,4.338735,13.8122,9.666666666666666,9.666666666666666,25.0,10.0,43.293515259092,43.293515259092,0.1468965517241379,0.853103448275862,0.1529628402651193,0.8470371597348807,0.6009265160523187,0.5956110791994706,127,7,mu_0p150,0.15,0.15
null,150,1450,0.0648769574944071,4,32,37.5,43,6494.0272888638,6.52978e-05,4.4786395095612415,4.338735,13.8122,9.666666666666666,9.666666666666666,25.0,10.0,43.293515259092,43.293515259092,0.7482758620689656,0.2517241379310344,0.7389541695377444,0.2610458304622556,-0.0004527942925089,0.0089267661556855,127,7,mu_0p150,0.15,0.15
lfr,150,1485,0.0664429530201342,4,24,37.5,50,6763.90829544,0.00053764,4.554820400969697,4.45294,14.1263,9.9,9.9,25.0,10.0,45.09272196959999,45.0927219696,0.1461279461279461,0.8538720538720539,0.1535025432175021,0.8464974567824979,0.588634719813171,0.5820321711677537,128,8,mu_0p150,0.15,0.15
null,150,1485,0.0664429530201342,4,24,37.5,50,6763.90829544,0.00053764,4.554820400969697,4.45294,14.1263,9.9,9.9,25.0,10.0,45.09272196959999,45.0927219696,0.7414141414141414,0.2585858585858586,0.745063657823021,0.254936342176979,-0.0066514754730243,-0.0106183780997002,128,8,mu_0p150,0.15,0.15
lfr,150,1451,0.0649217002237136,4,23,37.5,49,6549.951961029999,0.00131534,4.514095079965541,4.32763,14.4544,9.673333333333334,9.673333333333334,25.0,10.0,43.666346406866666,43.666346406866666,0.1488628532046864,0.8511371467953136,0.1603906864173091,0.8396093135826909,0.5860446537262973,0.5777767008240254,129,9,mu_0p150,0.15,0.15
null,150,1451,0.0649217002237136,4,23,37.5,49,6549.95196103,0.00131534,4.514095079965541,4.32763,14.4544,9.673333333333334,9.673333333333334,25.0,10.0,43.666346406866666,43.666346406866666,0.7477601654031703,0.2522398345968297,0.7431773677107291,0.2568226322892709,-0.0128526584721865,-0.007394414973685,129,9,mu_0p150,0.15,0.15
lfr,150,1486,0.0664876957494407,4,28,37.5,44,6731.4718227287,2.34701e-05,4.52992720237463,4.536429999999999,13.4125,9.906666666666666,9.906666666666666,25.0,10.0,44.87647881819133,44.87647881819133,0.1500672947510094,0.8499327052489906,0.1501321701022931,0.8498678298977068,0.5920344027432347,0.5915405544100841,130,10,mu_0p150,0.15,0.15
null,150,1486,0.0664876957494407,4,28,37.5,44,6731.471822728699,2.34701e-05,4.52992720237463,4.536429999999999,13.4125,9.906666666666666,9.906666666666666,25.0,10.0,44.87647881819133,44.87647881819133,0.7644683714670256,0.2355316285329743,0.7570245251718231,0.2429754748281769,-0.0223666739727814,-0.014782344132161,130,10,mu_0p150,0.15,0.15
lfr,150,1514,0.0677404921700223,6,20,25.0,29,6931.4619474507,9.02007e-05,4.5782443510242405,4.383655,15.3713,10.093333333333334,10.093333333333334,25.0,11.0,46.20974631633801,46.209746316338,0.1486129458388375,0.8513870541611624,0.1513957250874981,0.8486042749125018,0.6815712966953961,0.6786706930032165,131,11,mu_0p150,0.15,0.15
null,150,1514,0.0677404921700223,6,20,25.0,29,6931.4619474507,9.02007e-05,4.5782443510242405,4.383655,15.3713,10.093333333333334,10.093333333333334,25.0,11.0,46.20974631633801,46.209746316338,0.8295904887714664,0.1704095112285336,0.8267953708595993,0.1732046291404007,0.0005937537627672,0.0032221301015007,131,11,mu_0p150,0.15,0.15
lfr,150,1503,0.067248322147651,4,36,37.5,40,6858.257198097001,0.000290905,4.563045374648703,4.4362,14.546,10.02,10.02,22.0,11.0,45.72171465398,45.72171465398,0.1503659347970725,0.8496340652029275,0.1538719499160543,0.8461280500839456,0.5999940681953901,0.597209047920259,132,12,mu_0p150,0.15,0.15
null,150,1503,0.067248322147651,4,36,37.5,40,6858.257198097,0.000290905,4.563045374648702,4.4362,14.546,10.02,10.02,22.0,11.0,45.72171465398,45.72171465398,0.7318695941450433,0.2681304058549567,0.7299697271088237,0.2700302728911763,0.0184904088474193,0.0207023951328997,132,12,mu_0p150,0.15,0.15
lfr,150,1426,0.0638031319910514,5,25,30.0,43,6335.556070498,0.000275748,4.442886444949509,4.285855,15.2283,9.506666666666666,9.506666666666666,24.0,10.0,42.23704046998667,42.23704046998667,0.1479663394109397,0.8520336605890603,0.1553740018310064,0.8446259981689936,0.6415295779246964,0.6337261531566896,133,13,mu_0p150,0.15,0.15
null,150,1426,0.0638031319910514,5,25,30.0,43,6335.556070498,0.000275748,4.442886444949509,4.285855,15.2283,9.506666666666666,9.506666666666666,24.0,10.0,42.23704046998667,42.23704046998667,0.7784011220196353,0.2215988779803647,0.7775429945032102,0.2224570054967898,0.0110947953160007,0.0110264821669046,133,13,mu_0p150,0.15,0.15
lfr,150,1492,0.0667561521252796,4,35,37.5,40,6774.2456066343,7.42173e-05,4.540379092918432,4.522485,19.0023,9.946666666666667,9.946666666666667,25.0,10.0,45.161637377562,45.16163737756199,0.1501340482573726,0.8498659517426274,0.1516062180604282,0.8483937819395717,0.5986719159916336,0.5969884742771996,134,14,mu_0p150,0.15,0.15
null,150,1492,0.0667561521252796,4,35,37.5,40,6774.2456066343,7.42173e-05,4.540379092918432,4.522485,19.0023,9.946666666666667,9.946666666666667,25.0,10.0,45.161637377562,45.161637377562,0.7419571045576407,0.2580428954423592,0.7373227846045884,0.2626772153954115,0.0068488596913655,0.0116453287228095,134,14,mu_0p150,0.15,0.15
lfr,150,1413,0.0632214765100671,4,27,37.5,41,6245.550470841001,0.000372583,4.420064027488324,4.38101,16.3077,9.42,9.42,24.0,10.0,41.63700313894,41.63700313894,0.1521585279547063,0.8478414720452937,0.1561272805965647,0.8438727194034352,0.5922214559076096,0.5896456888386634,135,15,mu_0p150,0.15,0.15
null,150,1413,0.0632214765100671,4,27,37.5,41,6245.550470841,0.000372583,4.420064027488323,4.38101,16.3077,9.42,9.42,24.0,10.0,41.63700313894,41.63700313894,0.7699929228591649,0.2300070771408351,0.7727907719639446,0.2272092280360553,-0.0256129389968491,-0.0283643847591393,135,15,mu_0p150,0.15,0.15
lfr,150,1428,0.0638926174496644,5,27,30.0,37,6330.3803482602,1.55002e-05,4.433039459565967,4.377745,12.1411,9.52,9.52,25.0,10.0,42.20253565506799,42.202535655068,0.1491596638655462,0.8508403361344538,0.150435453459274,0.849564546540726,0.6474074924087282,0.6459171742526801,136,16,mu_0p150,0.15,0.15
null,150,1428,0.0638926174496644,5,27,30.0,37,6330.3803482602,1.55002e-05,4.433039459565967,4.377745,12.1411,9.52,9.52,25.0,10.0,42.202535655068,42.202535655068,0.8081232492997199,0.1918767507002801,0.8067422547199031,0.1932577452800968,-0.0115560930254455,-0.0106552688003182,136,16,mu_0p150,0.15,0.15
lfr,150,1398,0.0625503355704698,5,23,30.0,39,6164.635370563,0.000114413,4.409610422434191,4.21161,15.5069,9.32,9.32,25.0,10.0,41.09756913708667,41.09756913708667,0.1494992846924177,0.8505007153075823,0.155175547791667,0.8448244522083329,0.6382615876758337,0.6315117627798382,137,17,mu_0p150,0.15,0.15
null,150,1398,0.0625503355704698,5,23,30.0,39,6164.635370563,0.000114413,4.409610422434191,4.21161,15.5069,9.32,9.32,25.0,10.0,41.09756913708667,41.09756913708667,0.8118741058655222,0.1881258941344777,0.8085984417514308,0.1914015582485692,-0.0241132334972707,-0.0216677334181855,137,17,mu_0p150,0.15,0.15
lfr,150,1503,0.067248322147651,4,22,37.5,62,6872.1365744058,4.77718e-05,4.572279823290619,4.50198,13.8528,10.02,10.02,25.0,11.0,45.814243829372,45.814243829372,0.145043246839654,0.8549567531603459,0.1515092639869177,0.8484907360130822,0.5653912844083401,0.5596478647863762,138,18,mu_0p150,0.15,0.15
null,150,1503,0.067248322147651,4,22,37.5,62,6872.1365744058,4.77718e-05,4.572279823290619,4.50198,13.8528,10.02,10.02,25.0,11.0,45.814243829372,45.814243829372,0.7405189620758483,0.2594810379241516,0.7458448914701596,0.2541551085298403,-0.0300844308278541,-0.0344724834395346,138,18,mu_0p150,0.15,0.15
lfr,150,1553,0.0694854586129753,5,22,30.0,41,7204.962689745,0.000221821,4.63938357356407,4.53281,15.4575,10.353333333333332,10.353333333333332,25.0,11.0,48.03308459830001,48.0330845983,0.1474565357372826,0.8525434642627173,0.1525532826574429,0.847446717342557,0.6422262293572999,0.6371217483088175,139,19,mu_0p150,0.15,0.15
null,150,1553,0.0694854586129753,5,22,30.0,41,7204.962689745,0.000221821,4.63938357356407,4.53281,15.4575,10.353333333333332,10.353333333333332,25.0,11.0,48.03308459829999,48.0330845983,0.7868641339343206,0.2131358660656793,0.7862447121354199,0.2137552878645801,0.0028186311602618,0.0041071031852286,139,19,mu_0p150,0.15,0.15
lfr,150,1463,0.0654586129753915,6,21,25.0,30,6582.69704614506,4.45606e-06,4.499451159360944,4.32988,15.4172,9.753333333333334,9.753333333333334,24.0,10.0,43.8846469743004,43.8846469743004,0.1476418318523581,0.8523581681476419,0.1522113609545235,0.8477886390454765,0.6843011648925956,0.6802552115022547,140,20,mu_0p150,0.15,0.15
null,150,1463,0.0654586129753915,6,21,25.0,30,6582.69704614506,4.45606e-06,4.499451159360944,4.32988,15.4172,9.753333333333334,9.753333333333334,24.0,10.0,43.8846469743004,43.8846469743004,0.8455228981544771,0.1544771018455228,0.8524235676925311,0.1475764323074688,-0.0135799014095233,-0.0206727777170385,140,20,mu_0p150,0.15,0.15
lfr,150,1457,0.0651901565995525,6,22,25.0,28,6545.7114256978,1.20858e-05,4.492595350513247,4.3523,15.5595,9.713333333333331,9.713333333333331,25.0,10.0,43.638076171318666,43.638076171318666,0.1551132463967055,0.8448867536032945,0.1543535897001589,0.8456464102998411,0.6766647086062174,0.678240636281473,141,21,mu_0p150,0.15,0.15
null,150,1457,0.0651901565995525,6,22,25.0,28,6545.7114256978,1.20858e-05,4.492595350513247,4.3523,15.5595,9.713333333333331,9.713333333333331,25.0,10.0,43.63807617131866,43.638076171318666,0.8270418668496912,0.1729581331503088,0.8245677484678336,0.1754322515321663,0.0047360881532318,0.0072383342806345,141,21,mu_0p150,0.15,0.15
lfr,150,1479,0.0661744966442953,4,32,37.5,43,6697.02557805,0.000386201,4.528076793813388,4.4513,13.432,9.86,9.86,25.0,10.0,44.64683718700001,44.646837187,0.1534820824881677,0.8465179175118323,0.1517312583336252,0.8482687416663748,0.593348574887277,0.5952999427390211,142,22,mu_0p150,0.15,0.15
null,150,1479,0.0661744966442953,4,32,37.5,43,6697.02557805,0.000386201,4.528076793813388,4.4513,13.432,9.86,9.86,25.0,10.0,44.646837187,44.646837187,0.7450980392156863,0.2549019607843137,0.7467131180160567,0.2532868819839433,0.0017326181597583,0.0005043764635945,142,22,mu_0p150,0.15,0.15
lfr,150,1405,0.0628635346756152,4,24,37.5,44,6197.981465112,0.000311412,4.411374708264768,4.1838,20.4236,9.366666666666667,9.366666666666667,24.0,10.0,41.31987643408,41.31987643408,0.1551601423487544,0.8448398576512456,0.1530975825683359,0.8469024174316642,0.5834855181671965,0.5857187955473772,143,23,mu_0p150,0.15,0.15
null,150,1405,0.0628635346756152,4,24,37.5,44,6197.981465112,0.000311412,4.411374708264768,4.1838,20.4236,9.366666666666667,9.366666666666667,24.0,10.0,41.31987643408,41.31987643408,0.7544483985765125,0.2455516014234875,0.7459332191140156,0.2540667808859844,-0.0158027380605615,-0.0070003308105072,143,23,mu_0p150,0.15,0.15
lfr,150,1386,0.0620134228187919,4,29,37.5,43,6080.843470053,0.000156275,4.38733295097619,4.262105,14.3748,9.24,9.24,24.0,10.0,40.53895646702,40.53895646702,0.1515151515151515,0.8484848484848485,0.1531211343686973,0.8468788656313027,0.5946868187127927,0.593480275377816,144,24,mu_0p150,0.15,0.15
null,150,1386,0.0620134228187919,4,29,37.5,43,6080.843470053,0.000156275,4.38733295097619,4.262105,14.3748,9.24,9.24,24.0,10.0,40.53895646702,40.53895646702,0.7510822510822511,0.2489177489177488,0.7458723316340304,0.2541276683659695,-0.0048802808543068,-0.000344561812673,144,24,mu_0p150,0.15,0.15
lfr,150,1579,0.070648769574944,5,20,30.0,42,7360.6829066635,1.76176e-05,4.661610453871754,4.58072,14.912,10.526666666666667,10.526666666666667,25.0,11.0,49.07121937775667,49.07121937775667,0.1507283090563647,0.8492716909436352,0.1507246706224967,0.8492753293775033,0.6316425086864849,0.6300912737489478,145,25,mu_0p150,0.15,0.15
null,150,1579,0.070648769574944,5,20,30.0,42,7360.6829066635,1.76176e-05,4.661610453871754,4.58072,14.912,10.526666666666667,10.526666666666667,25.0,11.0,49.07121937775667,49.07121937775667,0.7897403419886003,0.2102596580113996,0.7856776305400724,0.2143223694599275,-0.0073695242457507,-0.0037737783174646,145,25,mu_0p150,0.15,0.15
lfr,150,1445,0.0646532438478747,5,26,30.0,36,6436.1899859982,2.97312e-05,4.454110716953771,4.33308,14.3205,9.633333333333333,9.633333333333333,24.0,10.0,42.907933239988,42.907933239988,0.1460207612456747,0.8539792387543252,0.1504019844199907,0.8495980155800092,0.6502115635588654,0.645913451694191,146,26,mu_0p150,0.15,0.15
null,150,1445,0.0646532438478747,5,26,30.0,36,6436.1899859982,2.97312e-05,4.454110716953772,4.33308,14.3205,9.633333333333333,9.633333333333333,24.0,10.0,42.907933239988,42.907933239988,0.8069204152249135,0.1930795847750864,0.8077544518872529,0.192245548112747,-0.0106880904203733,-0.0115171683116633,146,26,mu_0p150,0.15,0.15
lfr,150,1445,0.0646532438478747,5,26,30.0,34,6439.677776472,0.000254547,4.456524412783391,4.36509,13.9811,9.633333333333333,9.633333333333333,23.0,10.0,42.93118517648,42.93118517647999,0.1467128027681661,0.8532871972318339,0.1524709404031574,0.8475290595968425,0.650190491014236,0.6441291345725061,147,27,mu_0p150,0.15,0.15
null,150,1445,0.0646532438478747,5,26,30.0,34,6439.677776472,0.000254547,4.456524412783391,4.36509,13.9811,9.633333333333333,9.633333333333333,23.0,10.0,42.93118517648,42.93118517648,0.7986159169550173,0.2013840830449826,0.7935695940863857,0.2064304059136142,-0.0017126231726152,0.0029955702680675,147,27,mu_0p150,0.15,0.15
lfr,150,1559,0.0697539149888143,5,22,30.0,40,7253.591400818,0.000117533,4.6527205906465685,4.55161,16.4217,10.393333333333333,10.393333333333333,25.0,11.0,48.35727600545333,48.35727600545333,0.1475304682488774,0.8524695317511225,0.15367036261407,0.8463296373859299,0.64242345445202,0.6370073273114623,148,28,mu_0p150,0.15,0.15
null,150,1559,0.0697539149888143,5,22,30.0,40,7253.591400818,0.000117533,4.6527205906465685,4.55161,16.4217,10.393333333333333,10.393333333333333,25.0,11.0,48.35727600545333,48.35727600545333,0.7998717126363053,0.2001282873636947,0.8014741640078313,0.1985258359921686,-0.0099177899354078,-0.012406587325577,148,28,mu_0p150,0.15,0.15
lfr,150,1473,0.0659060402684563,5,22,30.0,44,6646.020538583794,4.17108e-07,4.511894459323689,4.43639,12.5218,9.82,9.82,25.0,10.0,44.30680359055862,44.30680359055863,0.1479972844534962,0.8520027155465038,0.1500340892410594,0.8499659107589406,0.6400822406853575,0.638279005951501,149,29,mu_0p150,0.15,0.15
null,150,1473,0.0659060402684563,5,22,30.0,44,6646.020538583794,4.17108e-07,4.511894459323689,4.43639,12.5218,9.82,9.82,25.0,10.0,44.30680359055862,44.30680359055863,0.803122878479294,0.196877121520706,0.8053300180747265,0.1946699819252735,-0.0150433533404402,-0.0166738644949718,149,29,mu_0p150,0.15,0.15
lfr,150,1564,0.0699776286353467,5,26,30.0,37,7391.110652909199,4.42762e-05,4.725774074750127,4.648605,22.9891,10.426666666666666,10.426666666666666,25.0,14.0,49.27407101939466,49.27407101939466,0.1521739130434782,0.8478260869565217,0.1653905493118341,0.8346094506881658,0.6438095643016464,0.6318653488087055,150,30,mu_0p150,0.15,0.15
null,150,1564,0.0699776286353467,5,26,30.0,37,7391.1106529092,4.42762e-05,4.725774074750128,4.648605,22.9891,10.426666666666666,10.426666666666666,25.0,14.0,49.27407101939467,49.27407101939466,0.8139386189258312,0.1860613810741688,0.8161212446731452,0.1838787553268548,-0.0179551415807065,-0.0205496510338285,150,30,mu_0p150,0.15,0.15
lfr,150,1546,0.0691722595078299,5,23,30.0,49,7165.7361964503,6.80583e-05,4.635016944663842,4.38705,15.3604,10.306666666666668,10.306666666666668,25.0,11.0,47.771574643002,47.771574643002,0.1435963777490297,0.8564036222509702,0.1523971154549709,0.8476028845450291,0.6332111077453981,0.623465194163987,151,31,mu_0p150,0.15,0.15
null,150,1546,0.0691722595078299,5,23,30.0,49,7165.7361964503,6.80583e-05,4.635016944663842,4.38705,15.3604,10.306666666666668,10.306666666666668,25.0,11.0,47.771574643002,47.771574643002,0.796895213454075,0.203104786545925,0.8007013587255067,0.1992986412744932,-0.0200877279596471,-0.0229581507117408,151,31,mu_0p150,0.15,0.15
lfr,150,1514,0.0677404921700223,4,26,37.5,45,6934.6068125957,2.26525e-05,4.580321540684082,4.50681,14.3952,10.093333333333334,10.093333333333334,25.0,11.0,46.23071208397133,46.23071208397133,0.1466314398943196,0.8533685601056803,0.1507922800606901,0.8492077199393099,0.594353624210146,0.5906514291211148,152,32,mu_0p150,0.15,0.15
null,150,1514,0.0677404921700223,4,26,37.5,45,6934.606812595701,2.26525e-05,4.580321540684082,4.50681,14.3952,10.093333333333334,10.093333333333334,25.0,11.0,46.23071208397133,46.23071208397133,0.7437252311756936,0.2562747688243064,0.7468954018193987,0.2531045981806012,-0.0027401670712277,-0.0069325178359296,152,32,mu_0p150,0.15,0.15
lfr,150,1536,0.0687248322147651,5,22,30.0,40,7176.496177767,0.000809518,4.672198032400391,4.611645,16.5419,10.24,10.24,24.0,11.0,47.84330785178001,47.84330785178,0.1529947916666666,0.8470052083333334,0.1615491862670704,0.8384508137329296,0.6388562520345052,0.6309686964123773,153,33,mu_0p150,0.15,0.15
null,150,1536,0.0687248322147651,5,22,30.0,40,7176.496177767,0.000809518,4.672198032400391,4.611645,16.5419,10.24,10.24,24.0,11.0,47.84330785178,47.84330785178,0.7916666666666666,0.2083333333333333,0.8002188541015693,0.1997811458984306,0.0001843770345052,-0.0076467214502187,153,33,mu_0p150,0.15,0.15
lfr,150,1471,0.0658165548098434,5,25,30.0,40,6613.230207997801,6.08801e-07,4.4957377348727405,4.4521,15.3063,9.806666666666668,9.806666666666668,25.0,10.0,44.088201386652,44.088201386652,0.1488783140720598,0.8511216859279402,0.1503795886003025,0.8496204113996975,0.6443532588577442,0.6426640489159581,154,34,mu_0p150,0.15,0.15
null,150,1471,0.0658165548098434,5,25,30.0,40,6613.230207997801,6.08801e-07,4.4957377348727405,4.4521,15.3063,9.806666666666668,9.806666666666668,25.0,10.0,44.08820138665201,44.08820138665201,0.7994561522773623,0.2005438477226376,0.8020718324266102,0.1979281675733898,-0.0062245793475583,-0.0085146442138115,154,34,mu_0p150,0.15,0.15
lfr,150,1541,0.0689485458612975,5,25,30.0,35,7120.1405239519,3.50699e-05,4.620467569079754,4.57032,13.3583,10.273333333333332,10.273333333333332,24.0,11.0,47.46760349301266,47.46760349301267,0.1466580142764438,0.8533419857235561,0.1509209671265691,0.8490790328734308,0.6499256110610224,0.6452315105041091,155,35,mu_0p150,0.15,0.15
null,150,1541,0.0689485458612975,5,25,30.0,35,7120.140523951901,3.50699e-05,4.620467569079754,4.57032,13.3583,10.273333333333332,10.273333333333332,24.0,11.0,47.46760349301266,47.46760349301267,0.8072680077871512,0.1927319922128487,0.808070300633966,0.191929699366034,-0.0106843824496848,-0.0115360896267815,155,35,mu_0p150,0.15,0.15
lfr,150,1529,0.0684116331096196,4,33,37.5,42,7027.67523029949,2.41311e-06,4.59625587331556,4.57446,14.3494,10.193333333333332,10.193333333333332,24.0,11.0,46.85116820199659,46.8511682019966,0.1517331589274035,0.8482668410725964,0.1504873881678252,0.8495126118321747,0.5952372295635161,0.5968481687700898,156,36,mu_0p150,0.15,0.15
null,150,1529,0.0684116331096196,4,33,37.5,42,7027.67523029949,2.41311e-06,4.59625587331556,4.57446,14.3494,10.193333333333332,10.193333333333332,24.0,11.0,46.8511682019966,46.8511682019966,0.7645519947678221,0.2354480052321779,0.7642254251535207,0.2357745748464793,-0.0175816062769025,-0.0172372772566178,156,36,mu_0p150,0.15,0.15
lfr,150,1523,0.0681431767337807,5,24,30.0,38,7012.91968511571,2.10461e-06,4.604674776832377,4.54982,14.1051,10.153333333333334,10.153333333333334,25.0,11.0,46.75279790077139,46.752797900771405,0.1556139198949442,0.8443860801050558,0.1517033122985431,0.8482966877014568,0.6371478864890243,0.6399615221741553,157,37,mu_0p150,0.15,0.15
null,150,1523,0.0681431767337807,5,24,30.0,38,7012.91968511571,2.10461e-06,4.604674776832377,4.54982,14.1051,10.153333333333334,10.153333333333334,25.0,11.0,46.752797900771405,46.752797900771405,0.814182534471438,0.185817465528562,0.8133200526331422,0.1866799473668577,-0.0214207280874694,-0.0197291339732258,157,37,mu_0p150,0.15,0.15
lfr,150,1483,0.0663534675615212,5,25,30.0,36,6711.935601843999,0.000189727,4.525917465842212,4.54509,13.4432,9.886666666666668,9.886666666666668,23.0,10.0,44.74623734562668,44.74623734562666,0.1517194875252865,0.8482805124747135,0.1536456952239943,0.8463543047760057,0.6439913081000269,0.6420082698759799,158,38,mu_0p150,0.15,0.15
null,150,1483,0.0663534675615212,5,25,30.0,36,6711.935601843999,0.000189727,4.525917465842212,4.54509,13.4432,9.886666666666668,9.886666666666668,23.0,10.0,44.74623734562666,44.74623734562668,0.7970330411328388,0.2029669588671612,0.7959316944167805,0.2040683055832195,-0.0013222455075253,-8.68900216985588e-05,158,38,mu_0p150,0.15,0.15
lfr,150,1499,0.067069351230425,4,34,37.5,45,6844.0394313492,6.88594e-05,4.565736778751968,4.45422,14.4524,9.993333333333334,9.993333333333334,25.0,10.0,45.626929542328,45.626929542328,0.1501000667111407,0.8498999332888593,0.1518040875963197,0.8481959124036803,0.596066490402096,0.5945353077831932,159,39,mu_0p150,0.15,0.15
null,150,1499,0.067069351230425,4,34,37.5,45,6844.0394313492,6.88594e-05,4.565736778751968,4.45422,14.4524,9.993333333333334,9.993333333333334,25.0,10.0,45.626929542328,45.626929542328,0.7498332221480988,0.2501667778519012,0.7547897001114776,0.2452102998885224,-0.003666665034862,-0.0086081649610793,159,39,mu_0p150,0.15,0.15
lfr,150,1465,0.0655480984340044,6,21,25.0,33,6578.2101882147,4.15604e-05,4.490245862262594,4.35324,15.6963,9.766666666666667,9.766666666666667,24.0,10.0,43.854734588098005,43.854734588098,0.1747440273037542,0.8252559726962457,0.1774457815753518,0.8225542184246482,0.6538997542196182,0.6516503730379718,160,0,mu_0p175,0.175,0.175
null,150,1465,0.0655480984340044,6,21,25.0,33,6578.2101882147,4.15604e-05,4.490245862262594,4.35324,15.6963,9.766666666666667,9.766666666666667,24.0,10.0,43.854734588098,43.854734588098,0.8300341296928327,0.1699658703071672,0.8378429198195776,0.1621570801804224,-0.0013903481694603,-0.0098760743951163,160,0,mu_0p175,0.175,0.175
